fips_code,date,flood,hail,heat,high_wind,hurricane,lightning,other,thunderstorm_wind,tornado,wildfire,winter_storm,total_events,max_magnitude,total_damage,total_injuries,total_deaths,any_storm
48005,2022-02-03,0,0,0,0,0,0,0,0,0,0,1,1,,0.0,0,0,1
48005,2022-03-01,0,0,0,0,0,0,1,0,0,0,0,1,,0.0,0,0,0
48005,2022-03-14,0,1,0,0,0,0,0,0,0,0,0,3,1.75,0.0,0,0,1
48005,2022-06-11,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2022-06-18,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2022-06-23,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2022-07-04,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2022-07-09,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2022-07-11,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2022-07-16,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
48005,2022-07-19,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,0,0,1
